ID,probability
TEST_00000,0.0005363644609318588
TEST_00001,0.0005428841750917727
TEST_00002,0.1591155781613899
TEST_00003,0.10542178713609608
TEST_00004,0.6237494654874859
TEST_00005,0.1074345884518479
TEST_00006,0.4481596985615322
TEST_00007,0.2851943827358658
TEST_00008,0.26765237591359897
TEST_00009,0.00041937773186330907
TEST_00010,0.04525969310478378
TEST_00011,0.46895509668043084
TEST_00012,0.35831573644613995
TEST_00013,0.3358098139120561
TEST_00014,0.18933775629456126
TEST_00015,0.0004197760348474994
TEST_00016,0.2184902652672856
TEST_00017,0.42956415163069545
TEST_00018,0.40370349152597196
TEST_00019,0.7658152842007763
TEST_00020,0.2542823225991845
TEST_00021,0.40196869035864163
TEST_00022,0.24597228388883277
TEST_00023,0.2188114077232704
TEST_00024,0.3518906311840441
TEST_00025,0.00042892294856795355
TEST_00026,0.028363736313324363
TEST_00027,0.5144196323608714
TEST_00028,0.17516636396138602
TEST_00029,0.2239839415700645
TEST_00030,0.430687155375911
TEST_00031,0.19151617989140327
TEST_00032,0.1419961477267575
TEST_00033,0.18678652588636557
TEST_00034,0.44083999050566336
TEST_00035,0.0007389571819314629
TEST_00036,0.11512508521843791
TEST_00037,0.3146490846421238
TEST_00038,0.13018900365876782
TEST_00039,0.006247301968769686
TEST_00040,0.19139064772833386
TEST_00041,0.22319531628148584
TEST_00042,0.31950507623726265
TEST_00043,0.3168074176496583
TEST_00044,0.3719580359117115
TEST_00045,0.5742680505403327
TEST_00046,0.522778422926809
TEST_00047,0.2963103395641027
TEST_00048,0.10703760550055942
TEST_00049,0.48875461339236936
TEST_00050,0.26370320433103267
TEST_00051,0.4615071486940924
TEST_00052,0.08772065682308963
TEST_00053,0.6382065540176125
TEST_00054,0.0028674428173170695
TEST_00055,0.4071502054445411
TEST_00056,0.3017354367541314
TEST_00057,0.18968636171877673
TEST_00058,0.4936314940665675
TEST_00059,0.19771522498906138
TEST_00060,0.0006326169271923737
TEST_00061,0.16731831746788142
TEST_00062,0.1949932672158571
TEST_00063,0.3270569874286161
TEST_00064,0.25108068853988386
TEST_00065,0.09370682921431778
TEST_00066,0.2457108698555593
TEST_00067,0.17841075847499976
TEST_00068,0.30201065096372703
TEST_00069,0.47444995616199304
TEST_00070,0.38969062909723823
TEST_00071,0.2874234103781896
TEST_00072,0.17307750550673262
TEST_00073,0.17651442390008043
TEST_00074,0.1349499398145763
TEST_00075,0.25268596734827786
TEST_00076,0.008340206459424565
TEST_00077,0.004168614027415465
TEST_00078,0.19873137037939256
TEST_00079,0.16144842248705302
TEST_00080,0.4808310467108887
TEST_00081,0.0004197812081425721
TEST_00082,0.1720499558325452
TEST_00083,0.22754167376834994
TEST_00084,0.4448056086824634
TEST_00085,0.3925997910561968
TEST_00086,0.0004197760348474994
TEST_00087,0.4059065171565449
TEST_00088,0.018551336221884516
TEST_00089,0.35256874853819303
TEST_00090,0.30707572911741404
TEST_00091,0.07497979404820546
TEST_00092,0.27176427587228114
TEST_00093,0.5546304308786542
TEST_00094,0.00041937773186330907
TEST_00095,0.0004530491792136696
TEST_00096,0.475708860019207
TEST_00097,0.10233037707829466
TEST_00098,0.36318272395350315
TEST_00099,0.2764912722508302
TEST_00100,0.017662788563645594
TEST_00101,0.2815313455121675
TEST_00102,0.3396399843578948
TEST_00103,0.2584561739156835
TEST_00104,0.28884781714064217
TEST_00105,0.48290635552992206
TEST_00106,0.20915356540472554
TEST_00107,0.000710270626152893
TEST_00108,0.29068547786647864
TEST_00109,0.0007396720315576395
TEST_00110,0.44012939555448716
TEST_00111,0.18911467511432545
TEST_00112,0.011645669892402162
TEST_00113,0.32659791085772294
TEST_00114,0.20482776212930193
TEST_00115,0.4544791652074224
TEST_00116,0.00042505414013754107
TEST_00117,0.39196663156783235
TEST_00118,0.36418292372948735
TEST_00119,0.1040183570604163
TEST_00120,0.0004802851382280497
TEST_00121,0.0005493616390431343
TEST_00122,0.2636513935156676
TEST_00123,0.49754241562513574
TEST_00124,0.427012754493029
TEST_00125,0.24402859320932932
TEST_00126,0.0005210121740612216
TEST_00127,0.04357292030652361
TEST_00128,0.303567040315436
TEST_00129,0.40342343983362755
TEST_00130,0.24703676566372065
TEST_00131,0.44241867779270305
TEST_00132,0.000939609772886679
TEST_00133,0.2339202390055682
TEST_00134,0.3815180967465945
TEST_00135,0.000863142300402278
TEST_00136,0.19298149428163028
TEST_00137,0.15504664564235743
TEST_00138,0.052433444289306894
TEST_00139,0.27999535528797
TEST_00140,0.010568042244897399
TEST_00141,0.0010347702413622875
TEST_00142,0.3040973768885684
TEST_00143,0.0010172034486984026
TEST_00144,0.10392977793081074
TEST_00145,0.3957261912971199
TEST_00146,0.11520757043882297
TEST_00147,0.21756418669798355
TEST_00148,0.26874820576788694
TEST_00149,0.43387929822793947
TEST_00150,0.0008883400418764151
TEST_00151,0.0012121072744275625
TEST_00152,0.27027805251471815
TEST_00153,0.30697376695066825
TEST_00154,0.034075101821194005
TEST_00155,0.26588800074468133
TEST_00156,0.2738510990322143
TEST_00157,0.2929661003687205
TEST_00158,0.42970123224708134
TEST_00159,0.304848618597445
TEST_00160,0.5711564418280409
TEST_00161,0.550137262774427
TEST_00162,0.27860975665825133
TEST_00163,0.0007489624109430988
TEST_00164,0.5516481807115551
TEST_00165,0.24926006620301608
TEST_00166,0.35110018462879183
TEST_00167,0.21534211032932113
TEST_00168,0.39374440069818645
TEST_00169,0.11461853496600022
TEST_00170,0.2490015266235229
TEST_00171,0.22918728648117315
TEST_00172,0.19477981665654326
TEST_00173,0.4299638369504753
TEST_00174,0.1401509776080442
TEST_00175,0.26427915756540715
TEST_00176,0.4480382895126265
TEST_00177,0.18491797207058203
TEST_00178,0.39215676889965817
TEST_00179,0.3462253140774034
TEST_00180,0.46896830793137767
TEST_00181,0.4580807407393263
TEST_00182,0.20701355763268303
TEST_00183,0.5865526095420998
TEST_00184,0.10988136556842325
TEST_00185,0.20670751466700282
TEST_00186,0.40780969743018036
TEST_00187,0.24930819818375488
TEST_00188,0.2952341103390794
TEST_00189,0.2540656635493007
TEST_00190,0.5010411841758405
TEST_00191,0.2636649355054549
TEST_00192,0.26244622741524654
TEST_00193,0.04671764346409273
TEST_00194,0.6891190661654819
TEST_00195,0.38581302845237375
TEST_00196,0.4500545172159999
TEST_00197,0.26639182326991634
TEST_00198,0.2495177352803397
TEST_00199,0.3259597946628904
TEST_00200,0.43483054133234583
TEST_00201,0.49068414441672875
TEST_00202,0.2636522042256093
TEST_00203,0.28807934308368854
TEST_00204,0.0004251934434725411
TEST_00205,0.09471198822125597
TEST_00206,0.00044216819006108677
TEST_00207,0.25156218737824665
TEST_00208,0.15686767134411003
TEST_00209,0.26830958317586284
TEST_00210,0.4261636405107262
TEST_00211,0.12031383963147034
TEST_00212,0.13314882752617713
TEST_00213,0.27854124254992896
TEST_00214,0.3046300119450941
TEST_00215,0.2213172526336267
TEST_00216,0.31884518332540984
TEST_00217,0.3539730487892068
TEST_00218,0.4887581957654126
TEST_00219,0.21055219637304903
TEST_00220,0.5472148755853432
TEST_00221,0.4004457931909576
TEST_00222,0.16333728092410393
TEST_00223,0.27918229845143283
TEST_00224,0.11223608017603054
TEST_00225,0.2712541878815852
TEST_00226,0.23555028871158468
TEST_00227,0.3591547155699967
TEST_00228,0.0008654777368317915
TEST_00229,0.3466237954203323
TEST_00230,0.30808515803965403
TEST_00231,0.4320017242778195
TEST_00232,0.20421479246160448
TEST_00233,0.40215917991322264
TEST_00234,0.4075028284165893
TEST_00235,0.523032493478805
TEST_00236,0.2929147918574831
TEST_00237,0.0007352809364931821
TEST_00238,0.0005494694921199221
TEST_00239,0.3890107617217122
TEST_00240,0.2887554026554221
TEST_00241,0.32061143968008726
TEST_00242,0.3094038050444487
TEST_00243,0.12528501131926034
TEST_00244,0.00044078354818440194
TEST_00245,0.3842670779549278
TEST_00246,0.3078036607975592
TEST_00247,0.09197385047522794
TEST_00248,0.38172522139614184
TEST_00249,0.46083851595867603
TEST_00250,0.19714303052800491
TEST_00251,0.0014497214624648964
TEST_00252,0.43424668760077695
TEST_00253,0.01367999769467725
TEST_00254,0.3709468608808227
TEST_00255,0.5478152610761974
TEST_00256,0.30960901013980435
TEST_00257,0.4154012940815593
TEST_00258,0.44384960660713774
TEST_00259,0.5681976882164004
TEST_00260,0.00041937773186330907
TEST_00261,0.00041937773186330907
TEST_00262,0.0004285159702881645
TEST_00263,0.5350045096686851
TEST_00264,0.23535668526713896
TEST_00265,0.31388597138509616
TEST_00266,0.20496513787166082
TEST_00267,0.0004285159702881645
TEST_00268,0.1760653027329132
TEST_00269,0.29933531606534763
TEST_00270,0.14535208832617677
TEST_00271,0.0018748222225382406
TEST_00272,0.22800707623338765
TEST_00273,0.17307124911223953
TEST_00274,0.2335772833445502
TEST_00275,0.017163357225405167
TEST_00276,0.0004197812081425721
TEST_00277,0.3918136831868981
TEST_00278,0.32820530870008235
TEST_00279,0.5065037826456138
TEST_00280,0.0013377093195153188
TEST_00281,0.11822235328000494
TEST_00282,0.0004254578319820577
TEST_00283,0.0004285159702881645
TEST_00284,0.3987375384445128
TEST_00285,0.26013388490310124
TEST_00286,0.04946954607039767
TEST_00287,0.532911587026483
TEST_00288,0.0005064252476452665
TEST_00289,0.4213929132753388
TEST_00290,0.14447721089235388
TEST_00291,0.3285608636607733
TEST_00292,0.42101919199050136
TEST_00293,0.0007390620931868695
TEST_00294,0.47515565890686584
TEST_00295,0.4571110406465702
TEST_00296,0.008899069250431749
TEST_00297,0.00042716730789988717
TEST_00298,0.5344442846310841
TEST_00299,0.35765694954337646
TEST_00300,0.14916258247814118
TEST_00301,0.4733714894002462
TEST_00302,0.2998134051359115
TEST_00303,0.33000548118867395
TEST_00304,0.6459117870159562
TEST_00305,0.4992309252907414
TEST_00306,0.16197078511149382
TEST_00307,0.48971135547462735
TEST_00308,0.49914426352147806
TEST_00309,0.4736316925278063
TEST_00310,0.4064311180800614
TEST_00311,0.422148653016868
TEST_00312,0.13237928378971153
TEST_00313,0.14421899666313565
TEST_00314,0.3992925029920342
TEST_00315,0.30564673074687354
TEST_00316,0.008839057433032526
TEST_00317,0.07857309028694724
TEST_00318,0.0004197812081425721
TEST_00319,0.0008747186854264621
TEST_00320,0.4521149406023522
TEST_00321,0.23378689964176977
TEST_00322,0.06841153103242519
TEST_00323,0.20968494058470105
TEST_00324,0.2965326404213524
TEST_00325,0.0004197812081425721
TEST_00326,0.25138362561853184
TEST_00327,0.2932339164242972
TEST_00328,0.13868525464328918
TEST_00329,0.2706633049961731
TEST_00330,0.3895709907345184
TEST_00331,0.00041937773186330907
TEST_00332,0.3899671892125802
TEST_00333,0.5269484319264234
TEST_00334,0.2833908270437667
TEST_00335,0.3590131602990986
TEST_00336,0.00041937773186330907
TEST_00337,0.16865093410330428
TEST_00338,0.284506601540595
TEST_00339,0.29468732039927265
TEST_00340,0.31363196921173286
TEST_00341,0.24834203475471928
TEST_00342,0.28835827527347135
TEST_00343,0.04524108546446467
TEST_00344,0.15799645479588473
TEST_00345,0.00790232812818687
TEST_00346,0.2893584377080738
TEST_00347,0.2742443708603701
TEST_00348,0.3307670111964887
TEST_00349,0.308269794097908
TEST_00350,0.2324181378484305
TEST_00351,0.46428292055749953
TEST_00352,0.0005288919564068051
TEST_00353,0.0023683728758716925
TEST_00354,0.180825464091946
TEST_00355,0.37724861234846546
TEST_00356,0.19722030296589946
TEST_00357,0.0004170143653326064
TEST_00358,0.000436100715995772
TEST_00359,0.482765312811638
TEST_00360,0.31506870932254155
TEST_00361,0.2473780764306037
TEST_00362,0.4208646292263458
TEST_00363,0.0010902125636385186
TEST_00364,0.3092950670410148
TEST_00365,0.2198653016663674
TEST_00366,0.22765049820757977
TEST_00367,0.15607185214907976
TEST_00368,0.5195509915912836
TEST_00369,0.05783012257875917
TEST_00370,0.0004255972675629791
TEST_00371,0.11886391965908988
TEST_00372,0.26451688203753426
TEST_00373,0.4685016402615482
TEST_00374,0.3483845746575594
TEST_00375,0.0008747186854264621
TEST_00376,0.00041937773186330907
TEST_00377,0.26833003568248753
TEST_00378,0.2898606025839372
TEST_00379,0.13614299981514166
TEST_00380,0.0008884629845307627
TEST_00381,0.3453702809413696
TEST_00382,0.3902353503698608
TEST_00383,0.07509980877373011
TEST_00384,0.32033226759759553
TEST_00385,0.15110763880062467
TEST_00386,0.5767057349542288
TEST_00387,0.32084362523647453
TEST_00388,0.33479879703351584
TEST_00389,0.17254243153271245
TEST_00390,0.3503947697519251
TEST_00391,0.5010162378296098
TEST_00392,0.32144394761267486
TEST_00393,0.27304213234313773
TEST_00394,0.08458717422450035
TEST_00395,0.4977370930712187
TEST_00396,0.3327845063041505
TEST_00397,0.0010395675328265883
TEST_00398,0.10571448041190966
TEST_00399,0.0004197812081425721
TEST_00400,0.42166288898727455
TEST_00401,0.0006348836215056339
TEST_00402,0.12127936738900515
TEST_00403,0.008340206459424565
TEST_00404,0.38565623774571
TEST_00405,0.5449469305666977
TEST_00406,0.12017243808382506
TEST_00407,0.30176406722608895
TEST_00408,0.30457204407352145
TEST_00409,0.1286150904912925
TEST_00410,0.03465906514383425
TEST_00411,0.18197921984291973
TEST_00412,0.12404699966937859
TEST_00413,0.39714207790761774
TEST_00414,0.2940908414719904
TEST_00415,0.2517987700445481
TEST_00416,0.35398438827315754
TEST_00417,0.4512379984669992
TEST_00418,0.4641750884869643
TEST_00419,0.0914489054136662
TEST_00420,0.05262783937892072
TEST_00421,0.35295449095706277
TEST_00422,0.4481051547860785
TEST_00423,0.0004197812081425721
TEST_00424,0.1248771034802371
TEST_00425,0.22535145157468042
TEST_00426,0.2591333963443343
TEST_00427,0.372011332103957
TEST_00428,0.27829232867071485
TEST_00429,0.18845696875672296
TEST_00430,0.37248019875353927
TEST_00431,0.4282541642046579
TEST_00432,0.2478072737385754
TEST_00433,0.00042505414013754107
TEST_00434,0.47122789657267355
TEST_00435,0.34320842050815775
TEST_00436,0.0004197812081425721
TEST_00437,0.3619583399080704
TEST_00438,0.0004251934434725411
TEST_00439,0.0007876833558571266
TEST_00440,0.4583271572788269
TEST_00441,0.5017073207436995
TEST_00442,0.41328594376585637
TEST_00443,0.4817711674902403
TEST_00444,0.0007818820800928231
TEST_00445,0.28238883877409876
TEST_00446,0.10915038841438301
TEST_00447,0.36181077218816915
TEST_00448,0.4630714411968555
TEST_00449,0.0007760232250708633
TEST_00450,0.4335830867169789
TEST_00451,0.0004197812081425721
TEST_00452,0.3331130225329531
TEST_00453,0.40170327752747437
TEST_00454,0.27625413344486244
TEST_00455,0.2478199513407136
TEST_00456,0.008724124301129814
TEST_00457,0.3844333109716532
TEST_00458,0.11931826867728167
TEST_00459,0.34861771036505185
TEST_00460,0.006257099819620081
TEST_00461,0.47021706352256387
TEST_00462,0.27761248383520515
TEST_00463,0.16288990962056585
TEST_00464,0.29725467908499403
TEST_00465,0.31008892695216184
TEST_00466,0.20898164228366037
TEST_00467,0.34221591044447297
TEST_00468,0.5245585559150627
TEST_00469,0.002223804989990101
TEST_00470,0.4140580465502247
TEST_00471,0.3889574551999505
TEST_00472,0.4802154428539873
TEST_00473,0.2937006758252159
TEST_00474,0.5537283143507201
TEST_00475,0.29286369521007777
TEST_00476,0.0004197760348474994
TEST_00477,0.43222146044278165
TEST_00478,0.16401246658699425
TEST_00479,0.3419643900942205
TEST_00480,0.46567799126982684
TEST_00481,0.15700706930654165
TEST_00482,0.3128508733806523
TEST_00483,0.2513701017975192
TEST_00484,0.13570335681528709
TEST_00485,0.2716379852252897
TEST_00486,0.3902408859725366
TEST_00487,0.48421605088446246
TEST_00488,0.28363899762780403
TEST_00489,0.3227237392303914
TEST_00490,0.26962437565574565
TEST_00491,0.36454531195731577
TEST_00492,0.27464136028756836
TEST_00493,0.3091429937686371
TEST_00494,0.0007856435803884886
TEST_00495,0.5026704037290409
TEST_00496,0.36167172548582177
TEST_00497,0.4055857076449813
TEST_00498,0.21823296364331493
TEST_00499,0.5533896461114773
TEST_00500,0.0005430082694479698
TEST_00501,0.0004251934434725411
TEST_00502,0.04449587122489257
TEST_00503,0.32856059396830606
TEST_00504,0.0005814753300649131
TEST_00505,0.4914005809766523
TEST_00506,0.0005402911570717726
TEST_00507,0.39676412475535755
TEST_00508,0.418806089696621
TEST_00509,0.25934482741510106
TEST_00510,0.07267955964787463
TEST_00511,0.020973775824201037
TEST_00512,0.009776465288677762
TEST_00513,0.026327224842798033
TEST_00514,0.5117684134418887
TEST_00515,0.3165253597401057
TEST_00516,0.49404196909231307
TEST_00517,0.2487337902075272
TEST_00518,0.25145845986415083
TEST_00519,0.26382601455248694
TEST_00520,0.00041937773186330907
TEST_00521,0.021607065737921715
TEST_00522,0.0017184854375129016
TEST_00523,0.29838355763769764
TEST_00524,0.2493001122897756
TEST_00525,0.08348182731379844
TEST_00526,0.17709850992231804
TEST_00527,0.0012634430431595226
TEST_00528,0.2582941635856625
TEST_00529,0.2104544194689026
TEST_00530,0.4480593692459246
TEST_00531,0.32479694448203156
TEST_00532,0.5096244938563381
TEST_00533,0.0008747186854264621
TEST_00534,0.2289451421017774
TEST_00535,0.11560693524065842
TEST_00536,0.454652058475231
TEST_00537,0.0007389571819314629
TEST_00538,0.0008522066403782345
TEST_00539,0.02999223826897292
TEST_00540,0.3523656835053291
TEST_00541,0.29889237858047935
TEST_00542,0.0004197760348474994
TEST_00543,0.33740784503503785
TEST_00544,0.07637691450473647
TEST_00545,0.38264064167721995
TEST_00546,0.45678933971987573
TEST_00547,0.0004170735887881932
TEST_00548,0.45962558242467444
TEST_00549,0.13204880637849498
TEST_00550,0.3282363799605739
TEST_00551,0.2574331875580124
TEST_00552,0.2710404269471077
TEST_00553,0.12745622384473834
TEST_00554,0.2555848624108652
TEST_00555,0.18064653056725635
TEST_00556,0.1870199869400516
TEST_00557,0.3785042567055331
TEST_00558,0.43202704574120987
TEST_00559,0.0009108383121641142
TEST_00560,0.19081691300786768
TEST_00561,0.04790392157581616
TEST_00562,0.4730930711780009
TEST_00563,0.0009405359307011291
TEST_00564,0.2520993824953189
TEST_00565,0.1896011511264447
TEST_00566,0.31176357096517093
TEST_00567,0.2874211095152737
TEST_00568,0.27778843294572364
TEST_00569,0.1944069844949261
TEST_00570,0.10555612326649892
TEST_00571,0.19384261549790668
TEST_00572,0.0007788416366600953
TEST_00573,0.001577238967225727
TEST_00574,0.3395915794242018
TEST_00575,0.05748614461898185
TEST_00576,0.14684868862255473
TEST_00577,0.24826246420045442
TEST_00578,0.3475154892820259
TEST_00579,0.5427306119943816
TEST_00580,0.0004197812081425721
TEST_00581,0.3994681602776331
TEST_00582,0.12625856409555597
TEST_00583,0.2982399770034008
