ID,probability
TEST_00000,0.0008867618845791969
TEST_00001,0.0006914483255055017
TEST_00002,0.14958739910249733
TEST_00003,0.10982345309934073
TEST_00004,0.522974821875308
TEST_00005,0.12753940860138013
TEST_00006,0.44665519313091556
TEST_00007,0.35453913230280354
TEST_00008,0.28787630747195175
TEST_00009,0.0005140623768505948
TEST_00010,0.04985872122780801
TEST_00011,0.46089641478931237
TEST_00012,0.37763079556756535
TEST_00013,0.4005335895851733
TEST_00014,0.3321543016984742
TEST_00015,0.0006541253035952586
TEST_00016,0.2352918477060355
TEST_00017,0.3620673268164486
TEST_00018,0.15848089384084366
TEST_00019,0.662793428125085
TEST_00020,0.25823986960336726
TEST_00021,0.39921919610080575
TEST_00022,0.2894319754725993
TEST_00023,0.2057753721819977
TEST_00024,0.3972209653131277
TEST_00025,0.0005391142160925519
TEST_00026,0.12991361375438779
TEST_00027,0.4882657929088458
TEST_00028,0.16191979355078182
TEST_00029,0.18832031555964854
TEST_00030,0.44652460873543437
TEST_00031,0.19439927287962716
TEST_00032,0.15963894173938795
TEST_00033,0.17840404019396267
TEST_00034,0.39991508648593055
TEST_00035,0.0007225896699531828
TEST_00036,0.12708752764993816
TEST_00037,0.2920981718998739
TEST_00038,0.21020922280624083
TEST_00039,0.008321679350690898
TEST_00040,0.18609239997969307
TEST_00041,0.13517747979001793
TEST_00042,0.30881430084012884
TEST_00043,0.30778991487255536
TEST_00044,0.3093166820469681
TEST_00045,0.5287983238016944
TEST_00046,0.5176494941954541
TEST_00047,0.23477797121541732
TEST_00048,0.12437710696757158
TEST_00049,0.39251136790600627
TEST_00050,0.27175101081835124
TEST_00051,0.17879113635362615
TEST_00052,0.13250564653794658
TEST_00053,0.5919257899630477
TEST_00054,0.001159171563748277
TEST_00055,0.41124734696185467
TEST_00056,0.3453549033655589
TEST_00057,0.21097439934126513
TEST_00058,0.5264577604648273
TEST_00059,0.1811128473547373
TEST_00060,0.0010309290418325503
TEST_00061,0.15832742701903169
TEST_00062,0.3353967978103726
TEST_00063,0.33063522483298663
TEST_00064,0.20355151700380925
TEST_00065,0.0006849666709292327
TEST_00066,0.27033631016714627
TEST_00067,0.19023283100661217
TEST_00068,0.30151611561621283
TEST_00069,0.4671956340636204
TEST_00070,0.38146049941396115
TEST_00071,0.37745884502705346
TEST_00072,0.2041414870513238
TEST_00073,0.2481871668445495
TEST_00074,0.14670909999735388
TEST_00075,0.25756884803508595
TEST_00076,0.045321447489467113
TEST_00077,0.0005996868802978517
TEST_00078,0.11934945901979269
TEST_00079,0.19267521195945117
TEST_00080,0.36229274823276597
TEST_00081,0.00045868518186651584
TEST_00082,0.2156806091927474
TEST_00083,0.16351340316365437
TEST_00084,0.43815611084669315
TEST_00085,0.38469410426247164
TEST_00086,0.0005729578424468912
TEST_00087,0.3929776345084438
TEST_00088,0.15167662423062317
TEST_00089,0.37553899614778524
TEST_00090,0.23970819714809918
TEST_00091,0.10209577419960689
TEST_00092,0.3303383163905871
TEST_00093,0.554134935192355
TEST_00094,0.0005449389334834483
TEST_00095,0.0005437709085713776
TEST_00096,0.44300970007733426
TEST_00097,0.10835649586743731
TEST_00098,0.36825263620603127
TEST_00099,0.28351907766482776
TEST_00100,0.0734889531472136
TEST_00101,0.19587581606515622
TEST_00102,0.35126663544893216
TEST_00103,0.29854313735214394
TEST_00104,0.354961814949309
